angry 1/disgust 1/fear 1/happy 3/neutral 7/sad 1/surprise 1/2024-04-15 12:25:31
angry 1/disgust 1/fear 3/happy 8/neutral 12/sad 1/surprise 1/2024-04-15 12:26:20
angry 1/disgust 1/fear 1/happy 6/neutral 19/sad 1/surprise 1/2024-04-15 12:29:32
angry 1/disgust 1/fear 1/happy 2/neutral 23/sad 1/surprise 1/2024-04-15 12:31:06
angry 2/disgust 1/fear 3/happy 2/neutral 8/sad 1/surprise 1/2024-04-15 12:32:15
angry 1/disgust 1/fear 1/happy 3/neutral 21/sad 1/surprise 1/2024-04-15 12:33:05
angry 1/disgust 1/fear 1/happy 1/neutral 26/sad 1/surprise 1/2024-04-15 12:35:17
angry 1/disgust 1/fear 1/happy 1/neutral 10/sad 1/surprise 1/2024-04-15 13:06:22
angry 1/disgust 1/fear 1/happy 1/neutral 10/sad 1/surprise 1/2024-04-15 13:07:01
angry 1/disgust 1/fear 1/happy 1/neutral 8/sad 1/surprise 1/2024-04-15 13:09:10
angry 1/disgust 1/fear 1/happy 1/neutral 4/sad 1/surprise 1/2024-04-15 13:10:16
angry 1/disgust 1/fear 3/happy 3/neutral 24/sad 1/surprise 1/2024-04-15 13:12:09
angry 1/disgust 1/fear 1/happy 2/neutral 10/sad 1/surprise 1/2024-04-15 13:13:58
angry 1/disgust 1/fear 2/happy 3/neutral 8/sad 1/surprise 1/2024-04-15 13:14:32
angry 1/disgust 1/fear 5/happy 2/neutral 17/sad 3/surprise 1/2024-04-15 15:49:27
angry 2/disgust 1/fear 1/happy 3/neutral 2/sad 1/surprise 1/2024-04-15 15:51:50
angry 1/disgust 1/fear 3/happy 5/neutral 13/sad 1/surprise 1/2024-04-15 16:02:37
angry 2/disgust 1/fear 1/happy 2/neutral 8/sad 1/surprise 1/2024-04-15 16:04:45
angry 2/disgust 1/fear 2/happy 6/neutral 77/sad 1/surprise 1/2024-04-15 16:08:06
angry 2/disgust 1/fear 1/happy 8/neutral 8/sad 1/surprise 1/2024-04-15 16:14:18
angry 1/disgust 1/fear 1/happy 4/neutral 5/sad 1/surprise 1/2024-04-15 16:18:42
angry 2/disgust 1/fear 2/happy 10/neutral 63/sad 1/surprise 1/2024-04-15 16:21:16
angry 0/disgust 0/fear 4/happy 3/neutral 50/sad 1/surprise 0/2024-04-15 16:30:16
angry 4/disgust 0/fear 3/happy 13/neutral 47/sad 3/surprise 3/2024-04-15 16:33:11
angry 2/disgust 0/fear 7/happy 18/neutral 43/sad 3/surprise 0/2024-04-15 16:36:22
angry 0/disgust 0/fear 5/happy 7/neutral 50/sad 0/surprise 0/2024-04-15 16:37:43
angry 5/disgust 0/fear 0/happy 6/neutral 19/sad 0/surprise 0/2024-04-15 16:41:15
angry 0/disgust 0/fear 0/happy 0/neutral 3/sad 0/surprise 0/2024-04-15 16:46:24
angry 0/disgust 0/fear 0/happy 0/neutral 8/sad 0/surprise 0/2024-04-15 16:47:48
angry 0/disgust 0/fear 0/happy 0/neutral 12/sad 0/surprise 0/2024-04-15 16:48:48
angry 0/disgust 0/fear 0/happy 0/neutral 19/sad 0/surprise 0/2024-04-15 16:49:21
angry 0/disgust 0/fear 6/happy 11/neutral 59/sad 0/surprise 0/2024-04-15 16:54:11
angry 0/disgust 0/fear 0/happy 7/neutral 16/sad 0/surprise 0/2024-04-15 16:56:11
angry 2/disgust 0/fear 1/happy 18/neutral 35/sad 0/surprise 0/2024-04-15 19:16:19
angry 0/disgust 0/fear 0/happy 12/neutral 22/sad 0/surprise 0/2024-04-15 19:18:34
angry 3/disgust 0/fear 1/happy 7/neutral 19/sad 0/surprise 0/2024-04-15 19:19:44
angry 0/disgust 0/fear 0/happy 3/neutral 5/sad 0/surprise 0/2024-04-15 19:20:47
angry 0/disgust 0/fear 0/happy 4/neutral 29/sad 2/surprise 1/2024-04-15 19:23:17
angry 0/disgust 0/fear 0/happy 0/neutral 41/sad 0/surprise 0/2024-04-15 19:24:49
angry 0/disgust 0/fear 0/happy 6/neutral 9/sad 0/surprise 0/2024-04-15 19:28:06
angry 0/disgust 0/fear 0/happy 3/neutral 2/sad 1/surprise 0/2024-04-15 19:30:39
angry 0/disgust 0/fear 0/happy 2/neutral 5/sad 0/surprise 0/2024-04-15 19:33:27
angry 0/disgust 0/fear 0/happy 10/neutral 10/sad 0/surprise 0/2024-04-15 19:38:29
angry 0/disgust 0/fear 0/happy 10/neutral 13/sad 0/surprise 0/2024-04-15 19:39:16
angry 0/disgust 0/fear 0/happy 8/neutral 10/sad 0/surprise 0/2024-04-15 19:40:51
angry 0/disgust 0/fear 6/happy 19/neutral 50/sad 1/surprise 0/2024-04-15 20:39:33
angry 2/disgust 0/fear 18/happy 24/neutral 35/sad 0/surprise 0/2024-04-15 20:41:54
angry 0/disgust 0/fear 20/happy 13/neutral 22/sad 10/surprise 4/2024-04-15 20:43:39
angry 0/disgust 0/fear 17/happy 16/neutral 48/sad 2/surprise 3/2024-04-16 14:25:50
angry 0/disgust 0/fear 0/happy 1/neutral 11/sad 1/surprise 0/2024-04-16 14:27:05
angry 3/disgust 0/fear 9/happy 10/neutral 31/sad 2/surprise 0/2024-04-16 15:10:32
angry 0/disgust 0/fear 0/happy 0/neutral 13/sad 0/surprise 0/2024-04-16 15:22:42
angry 0/disgust 0/fear 0/happy 0/neutral 14/sad 0/surprise 0/2024-04-16 15:23:17
angry 0/disgust 0/fear 1/happy 0/neutral 5/sad 0/surprise 0/2024-04-16 15:24:04
angry 2/disgust 0/fear 7/happy 8/neutral 56/sad 0/surprise 0/2024-04-16 15:25:07
angry 0/disgust 0/fear 1/happy 7/neutral 5/sad 0/surprise 0/2024-04-16 15:26:18
angry 1/disgust 0/fear 7/happy 15/neutral 45/sad 0/surprise 3/2024-04-16 15:39:43
angry 0/disgust 0/fear 7/happy 16/neutral 51/sad 0/surprise 3/2024-04-16 16:14:16
angry 2/disgust 0/fear 15/happy 17/neutral 40/sad 0/surprise 4/2024-04-16 16:23:00
angry 0/disgust 0/fear 0/happy 0/neutral 10/sad 0/surprise 0/2024-04-17 02:47:25
angry 0/disgust 0/fear 4/happy 5/neutral 39/sad 0/surprise 0/2024-04-17 02:48:08
angry 0/disgust 0/fear 0/happy 3/neutral 3/sad 0/surprise 0/2024-04-17 02:52:55
angry 0/disgust 0/fear 8/happy 10/neutral 52/sad 5/surprise 0/2024-04-17 02:54:29
angry 0/disgust 0/fear 20/happy 14/neutral 22/sad 2/surprise 8/2024-04-17 02:55:22
angry 0/disgust 0/fear 4/happy 15/neutral 55/sad 1/surprise 4/2024-04-17 08:26:07
